X,Y,Z
8.819652795791625977e-01,3.819651901721954346e-01,1.636728763580322266e+00
8.819652795791625977e-01,1.381967186927795410e+00,4.611582159996032715e-01
8.819652795791625977e-01,4.038196563720703125e+01,6.836327362060546875e+01
8.819652795791625977e-01,4.138196563720703125e+01,6.953884124755859375e+01
9.525585770606994629e-01,3.819651901721954346e-01,1.466302156448364258e+00
9.525585770606994629e-01,1.092020392417907715e+00,5.583211183547973633e-01
9.525585770606994629e-01,4.038196563720703125e+01,6.853369903564453125e+01
9.525585770606994629e-01,4.109201812744140625e+01,6.944167327880859375e+01
9.550023674964904785e-01,4.029471969604492188e+01,2.970528030395507812e+01
9.999992251396179199e-01,5.857869982719421387e-01,1.000000000000000000e+00
9.999992251396179199e-01,4.058578491210937500e+01,6.900000000000000000e+01
1.048943042755126953e+00,3.819651901721954346e-01,1.309016942977905273e+00
1.048943042755126953e+00,8.244290947914123535e-01,6.909829974174499512e-01
1.048943042755126953e+00,4.038196563720703125e+01,6.869098663330078125e+01
1.048943042755126953e+00,4.082442855834960938e+01,6.930902099609375000e+01
1.092018604278564453e+00,2.179853618144989014e-01,2.000000000000000000e+00
1.092018604278564453e+00,2.179853618144989014e-01,2.800000000000000000e+01
1.092018604278564453e+00,2.399273216724395752e-01,2.827876853942871094e+01
1.092018604278564453e+00,3.052055835723876953e-01,2.855067062377929688e+01
1.092018604278564453e+00,4.122145473957061768e-01,2.880901718139648438e+01
1.092018604278564453e+00,5.583204030990600586e-01,2.904744148254394531e+01
1.092018604278564453e+00,7.399246096611022949e-01,2.926007270812988281e+01
1.092018604278564453e+00,9.525604248046875000e-01,2.944167900085449219e+01
1.092018604278564453e+00,1.190982818603515625e+00,2.958778572082519531e+01
1.092018604278564453e+00,1.449327945709228516e+00,2.969479560852050781e+01
1.092018604278564453e+00,1.721233129501342773e+00,2.976007461547851562e+01
1.092018604278564453e+00,2.000000238418579102e+00,2.179869413375854492e-01
1.092018604278564453e+00,2.000000238418579102e+00,2.978201484680175781e+01
1.092018604278564453e+00,4.021798706054687500e+01,2.978201484680175781e+01
1.092018604278564453e+00,4.021798706054687500e+01,6.800000000000000000e+01
1.092018604278564453e+00,4.200000000000000000e+01,6.978201293945312500e+01
1.092018604278564453e+00,6.800000000000000000e+01,2.179869413375854492e-01
1.092018604278564453e+00,6.800000000000000000e+01,6.978201293945312500e+01
1.092018604278564453e+00,6.827877044677734375e+01,2.399264872074127197e-01
1.092018604278564453e+00,6.827877044677734375e+01,6.976007843017578125e+01
1.092018604278564453e+00,6.855067443847656250e+01,3.052048981189727783e-01
1.092018604278564453e+00,6.855067443847656250e+01,6.969479370117187500e+01
1.092018604278564453e+00,6.880901336669921875e+01,4.122147560119628906e-01
1.092018604278564453e+00,6.880901336669921875e+01,6.958778381347656250e+01
1.092018604278564453e+00,6.904743957519531250e+01,5.583211183547973633e-01
1.092018604278564453e+00,6.904743957519531250e+01,6.944167327880859375e+01
1.092018604278564453e+00,6.926007080078125000e+01,7.399264574050903320e-01
1.092018604278564453e+00,6.926007080078125000e+01,6.926007843017578125e+01
1.092018604278564453e+00,6.944168090820312500e+01,9.525589942932128906e-01
1.092018604278564453e+00,6.944168090820312500e+01,6.904744720458984375e+01
1.092018604278564453e+00,6.958778381347656250e+01,1.190982937812805176e+00
1.092018604278564453e+00,6.958778381347656250e+01,6.880902099609375000e+01
1.092018604278564453e+00,6.969479370117187500e+01,1.449327707290649414e+00
1.092018604278564453e+00,6.969479370117187500e+01,6.855066680908203125e+01
1.092018604278564453e+00,6.976007080078125000e+01,1.721231698989868164e+00
1.092018604278564453e+00,6.976007080078125000e+01,6.827877044677734375e+01
1.092018604278564453e+00,6.978201293945312500e+01,2.000000000000000000e+00
1.092018604278564453e+00,6.978201293945312500e+01,6.800000000000000000e+01
1.103197216987609863e+00,2.179853618144989014e-01,1.857960462570190430e+00
1.103197216987609863e+00,1.687131881713867188e+00,2.399264872074127197e-01
1.103197216987609863e+00,4.021798706054687500e+01,6.814204406738281250e+01
1.103197216987609863e+00,4.168712997436523438e+01,6.976007843017578125e+01
1.136458516120910645e+00,2.179853618144989014e-01,1.719418406486511230e+00
1.136458516120910645e+00,1.381967186927795410e+00,3.052048981189727783e-01
1.136458516120910645e+00,4.021798706054687500e+01,6.828058624267578125e+01
1.136458516120910645e+00,4.138196563720703125e+01,6.969479370117187500e+01
1.168745517730712891e+00,3.819651901721954346e-01,1.168746113777160645e+00
1.168745517730712891e+00,5.857869982719421387e-01,8.558771610260009766e-01
1.168745517730712891e+00,4.038196563720703125e+01,6.883126068115234375e+01
1.168745517730712891e+00,4.058578491210937500e+01,6.914411926269531250e+01
1.190982818603515625e+00,2.179853618144989014e-01,1.587785243988037109e+00
1.190982818603515625e+00,1.092020392417907715e+00,4.122147560119628906e-01
1.190982818603515625e+00,4.021798706054687500e+01,6.841221618652343750e+01
1.190982818603515625e+00,4.109201812744140625e+01,6.958778381347656250e+01
1.234632968902587891e+00,4.015224075317382812e+01,2.984775924682617188e+01
1.265428066253662109e+00,2.179853618144989014e-01,1.466302156448364258e+00
1.265428066253662109e+00,8.244290947914123535e-01,5.583211183547973633e-01
1.265428066253662109e+00,4.021798706054687500e+01,6.853369903564453125e+01
1.265428066253662109e+00,4.082442855834960938e+01,6.944167327880859375e+01
1.309016704559326172e+00,3.819651901721954346e-01,1.048943519592285156e+00
1.309016704559326172e+00,4.038196563720703125e+01,6.895105743408203125e+01
1.357960462570190430e+00,2.179853618144989014e-01,1.357960462570190430e+00
1.357960462570190430e+00,5.857869982719421387e-01,7.399264574050903320e-01
1.357960462570190430e+00,4.021798706054687500e+01,6.864204406738281250e+01
1.357960462570190430e+00,4.058578491210937500e+01,6.926007843017578125e+01
1.381965398788452148e+00,9.788572788238525391e-02,2.000000000000000000e+00
1.381965398788452148e+00,9.788572788238525391e-02,2.800000000000000000e+01
1.381965398788452148e+00,1.213066279888153076e-01,2.829755592346191406e+01
1.381965398788452148e+00,1.909844577312469482e-01,2.858778381347656250e+01
1.381965398788452148e+00,3.052055835723876953e-01,2.886354255676269531e+01
1.381965398788452148e+00,4.611574113368988037e-01,2.911803245544433594e+01
1.381965398788452148e+00,6.550028920173645020e-01,2.934499549865722656e+01
1.381965398788452148e+00,8.819662332534790039e-01,2.953884124755859375e+01
1.381965398788452148e+00,1.136459350585937500e+00,2.969479560852050781e+01
1.381965398788452148e+00,1.412212848663330078e+00,2.980901718139648438e+01
1.381965398788452148e+00,1.702442765235900879e+00,2.987869453430175781e+01
1.381965398788452148e+00,2.000000238418579102e+00,9.788696467876434326e-02
1.381965398788452148e+00,2.000000238418579102e+00,2.990211296081542969e+01
1.381965398788452148e+00,4.009788513183593750e+01,2.990211296081542969e+01
1.381965398788452148e+00,4.009788513183593750e+01,6.800000000000000000e+01
1.381965398788452148e+00,4.200000000000000000e+01,6.990211486816406250e+01
1.381965398788452148e+00,6.800000000000000000e+01,9.788696467876434326e-02
1.381965398788452148e+00,6.800000000000000000e+01,6.990211486816406250e+01
1.381965398788452148e+00,6.829755401611328125e+01,1.213051378726959229e-01
1.381965398788452148e+00,6.829755401611328125e+01,6.987870025634765625e+01
1.381965398788452148e+00,6.858778381347656250e+01,1.909829974174499512e-01
1.381965398788452148e+00,6.858778381347656250e+01,6.980902099609375000e+01
